Profile Output Table - Standard Table 1
HEC-RAS  Plan: Plan 02   River: 1   Reach: 1 - Error Loading Profile Table. Too many rows for this table, reduce the number of reaches or profiles requested.
 1                411330.*         19DEC2011 1200    23624.04 
 1                411330.*         20DEC2011 0000    23723.71 
 1                411330.*         20DEC2011 1200    23830.16 
 1                411330.*         21DEC2011 0000    23941.17 
 1                411330.*         21DEC2011 1200    24030.46 
 1                411330.*         22DEC2011 0000    24102.05 
 1                411330.*         22DEC2011 1200    24168.92 
 1                411330.*         23DEC2011 0000    24233.65 
 1                411330.*         23DEC2011 1200    24331.52 
 1                411330.*         24DEC2011 0000    24455.00 
 1                411330.*         24DEC2011 1200    24567.43 
 1                411330.*         25DEC2011 0000    24669.37 
 1                411330.*         25DEC2011 1200    24769.63 
 1                411330.*         26DEC2011 0000    24869.55 
 1                411330.*         26DEC2011 1200    25009.74 
 1                411330.*         27DEC2011 0000    25182.03 
 1                411330.*         27DEC2011 1200    25247.09 
 1                411330.*         28DEC2011 0000    25224.63 
 1                411330.*         28DEC2011 1200    25127.19 
 1                411330.*         29DEC2011 0000    24978.20 
 1                411330.*         29DEC2011 1200    24816.51 
 1                411330.*         30DEC2011 0000    24648.11 
 1                411330.*         30DEC2011 1200    24490.61 
 1                411330.*         31DEC2011 0000    24342.12 
 1                411330.*         31DEC2011 1200    24170.97 
 1                411330.*         01JAN2012 0000    23981.01 
                                                              
 1                410330.*         01JAN2011 0000     7900.40 
 1                410330.*         01JAN2011 1200     7932.88 
 1                410330.*         02JAN2011 0000     8015.67 
 1                410330.*         02JAN2011 1200     8057.62 
 1                410330.*         03JAN2011 0000     8016.38 
 1                410330.*         03JAN2011 1200     7958.16 
 1                410330.*         04JAN2011 0000     7903.29 
 1                410330.*         04JAN2011 1200     7848.09 
 1                410330.*         05JAN2011 0000     7794.98 
 1                410330.*         05JAN2011 1200     7738.80 
 1                410330.*         06JAN2011 0000     7677.02 
 1                410330.*         06JAN2011 1200     7612.15 
 1                410330.*         07JAN2011 0000     7546.72 
 1                410330.*         07JAN2011 1200     7485.46 
 1                410330.*         08JAN2011 0000     7428.61 
 1                410330.*         08JAN2011 1200     7397.54 
 1                410330.*         09JAN2011 0000     7404.02 
 1                410330.*         09JAN2011 1200     7442.40 
 1                410330.*         10JAN2011 0000     7518.33 
 1                410330.*         10JAN2011 1200     7643.94 
 1                410330.*         11JAN2011 0000     7832.45 
 1                410330.*         11JAN2011 1200     8067.70 
 1                410330.*         12JAN2011 0000     8346.49 
 1                410330.*         12JAN2011 1200     8631.19 
 1                410330.*         13JAN2011 0000     8903.42 
 1                410330.*         13JAN2011 1200     9221.56 
 1                410330.*         14JAN2011 0000     9613.04 
 1                410330.*         14JAN2011 1200     9952.45 
 1                410330.*         15JAN2011 0000    10185.10 
 1                410330.*         15JAN2011 1200    10345.38 
 1                410330.*         16JAN2011 0000    10437.17 
 1                410330.*         16JAN2011 1200    10485.63 
 1                410330.*         17JAN2011 0000    10497.86 
 1                410330.*         17JAN2011 1200    10436.93 
 1                410330.*         18JAN2011 0000    10290.35 
 1                410330.*         18JAN2011 1200    10154.76 
 1                410330.*         19JAN2011 0000    10059.18 
 1                410330.*         19JAN2011 1200     9942.35 
 1                410330.*         20JAN2011 0000     9787.30 
 1                410330.*         20JAN2011 1200     9605.24 
 1                410330.*         21JAN2011 0000     9399.98 
 1                410330.*         21JAN2011 1200     9184.59 
 1                410330.*         22JAN2011 0000     8961.83 
 1                410330.*         22JAN2011 1200     8743.59 
 1                410330.*         23JAN2011 0000     8536.81 
 1                410330.*         23JAN2011 1200     8359.29 
 1                410330.*         24JAN2011 0000     8215.14 
 1                410330.*         24JAN2011 1200     8080.52 
 1                410330.*         25JAN2011 0000     7951.34 
 1                410330.*         25JAN2011 1200     7856.90 
 1                410330.*         26JAN2011 0000     7809.91 
 1                410330.*         26JAN2011 1200     7789.99 
 1                410330.*         27JAN2011 0000     7790.76 
 1                410330.*         27JAN2011 1200     7798.64 
 1                410330.*         28JAN2011 0000     7807.60 
 1                410330.*         28JAN2011 1200     7795.52 
 1                410330.*         29JAN2011 0000     7751.48 
 1                410330.*         29JAN2011 1200     7703.10 
 1                410330.*         30JAN2011 0000     7659.06 
 1                410330.*         30JAN2011 1200     7618.51 
 1                410330.*         31JAN2011 0000     7582.47 
 1                410330.*         31JAN2011 1200     7541.35 
 1                410330.*         01FEB2011 0000     7491.16 
 1                410330.*         01FEB2011 1200     7453.36 
 1                410330.*         02FEB2011 0000     7439.01 
 1                410330.*         02FEB2011 1200     7440.81 
 1                410330.*         03FEB2011 0000     7457.54 
 1                410330.*         03FEB2011 1200     7477.95 
 1                410330.*         04FEB2011 0000     7496.66 
 1                410330.*         04FEB2011 1200     7524.11 
 1                410330.*         05FEB2011 0000     7568.65 
 1                410330.*         05FEB2011 1200     7635.69 
 1                410330.*         06FEB2011 0000     7727.27 
 1                410330.*         06FEB2011 1200     7822.33 
 1                410330.*         07FEB2011 0000     7912.27 
 1                410330.*         07FEB2011 1200     7978.37 
 1                410330.*         08FEB2011 0000     8012.44 
 1                410330.*         08FEB2011 1200     8041.20 
 1                410330.*         09FEB2011 0000     8068.97 
 1                410330.*         09FEB2011 1200     8102.70 
 1                410330.*         10FEB2011 0000     8147.78 
 1                410330.*         10FEB2011 1200     8215.26 
 1                410330.*         11FEB2011 0000     8315.79 
 1                410330.*         11FEB2011 1200     8511.21 
 1                410330.*         12FEB2011 0000     8834.84 
 1                410330.*         12FEB2011 1200     9144.43 
 1                410330.*         13FEB2011 0000     9381.77 
 1                410330.*         13FEB2011 1200     9598.21 
 1                410330.*         14FEB2011 0000     9806.71 
 1                410330.*         14FEB2011 1200     9970.40 
 1                410330.*         15FEB2011 0000    10077.30 
 1                410330.*         15FEB2011 1200    10144.61 
 1                410330.*         16FEB2011 0000    10175.75 
 1                410330.*         16FEB2011 1200    10167.99 
 1                410330.*         17FEB2011 0000    10119.91 
 1                410330.*         17FEB2011 1200    10001.99 
 1                410330.*         18FEB2011 0000     9804.71 
 1                410330.*         18FEB2011 1200     9635.57 
 1                410330.*         19FEB2011 0000     9527.11 
 1                410330.*         19FEB2011 1200     9417.05 
 1                410330.*         20FEB2011 0000     9287.69 
 1                410330.*         20FEB2011 1200     9160.94 
 1                410330.*         21FEB2011 0000     9044.34 
 1                410330.*         21FEB2011 1200     8919.81 
 1                410330.*         22FEB2011 0000     8782.92 
 1                410330.*         22FEB2011 1200     8628.70 
 1                410330.*         23FEB2011 0000     8453.61 
 1                410330.*         23FEB2011 1200     8284.46 
 1                410330.*         24FEB2011 0000     8128.83 
 1                410330.*         24FEB2011 1200     8013.14 
 1                410330.*         25FEB2011 0000     7950.65 
 1                410330.*         25FEB2011 1200     7998.61 
 1                410330.*         26FEB2011 0000     8189.17 
 1                410330.*         26FEB2011 1200     8459.44 
 1                410330.*         27FEB2011 0000     8792.81 
 1                410330.*         27FEB2011 1200     9199.91 
 1                410330.*         28FEB2011 0000     9691.39 
 1                410330.*         28FEB2011 1200    10273.71 
 1                410330.*         01MAR2011 0000    10961.34 
 1                410330.*         01MAR2011 1200    11645.08 
 1                410330.*         02MAR2011 0000    12274.91 
 1                410330.*         02MAR2011 1200    12886.14 
 1                410330.*         03MAR2011 0000    13489.04 
 1                410330.*         03MAR2011 1200    14132.62 
 1                410330.*         04MAR2011 0000    14831.42 
 1                410330.*         04MAR2011 1200    15465.01 
 1                410330.*         05MAR2011 0000    16004.61 
 1                410330.*         05MAR2011 1200    16659.81 
 1                410330.*         06MAR2011 0000    17467.85 
 1                410330.*         06MAR2011 1200    18120.96 
 1                410330.*         07MAR2011 0000    18576.84 
 1                410330.*         07MAR2011 1200    18939.47 
 1                410330.*         08MAR2011 0000    19238.57 
 1                410330.*         08MAR2011 1200    19651.44 
 1                410330.*         09MAR2011 0000    20186.22 
 1                410330.*         09MAR2011 1200    20810.15 
 1                410330.*         10MAR2011 0000    21503.82 
 1                410330.*         10MAR2011 1200    22058.68 
 1                410330.*         11MAR2011 0000    22474.03 
 1                410330.*         11MAR2011 1200    22790.70 
 1                410330.*         12MAR2011 0000    23036.52 
 1                410330.*         12MAR2011 1200    23245.51 
 1                410330.*         13MAR2011 0000    23429.29 
 1                410330.*         13MAR2011 1200    23626.97 
 1                410330.*         14MAR2011 0000    23838.61 
 1                410330.*         14MAR2011 1200    23937.65 
 1                410330.*         15MAR2011 0000    23941.80 
 1                410330.*         15MAR2011 1200    24019.17 
 1                410330.*         16MAR2011 0000    24164.27 
 1                410330.*         16MAR2011 1200    24334.13 
 1                410330.*         17MAR2011 0000    24518.05 
 1                410330.*         17MAR2011 1200    24593.02 
 1                410330.*         18MAR2011 0000    24577.80 
 1                410330.*         18MAR2011 1200    24657.39 
 1                410330.*         19MAR2011 0000    24821.37 
 1                410330.*         19MAR2011 1200    24982.69 
 1                410330.*         20MAR2011 0000    25134.63 
 1                410330.*         20MAR2011 1200    25303.59 
 1                410330.*         21MAR2011 0000    25486.92 
 1                410330.*         21MAR2011 1200    25571.11 
 1                410330.*         22MAR2011 0000    25575.74 
 1                410330.*         22MAR2011 1200    25645.83 
 1                410330.*         23MAR2011 0000    25773.38 
 1                410330.*         23MAR2011 1200    25907.60 
 1                410330.*         24MAR2011 0000    26043.04 
 1                410330.*         24MAR2011 1200    26186.37 
 1                410330.*         25MAR2011 0000    26335.06 
 1                410330.*         25MAR2011 1200    26485.51 
 1                410330.*         26MAR2011 0000    26637.14 
 1                410330.*         26MAR2011 1200    26760.54 
 1                410330.*         27MAR2011 0000    26861.99 
 1                410330.*         27MAR2011 1200    26992.76 
 1                410330.*         28MAR2011 0000    27147.88 
 1                410330.*         28MAR2011 1200    27167.60 
 1                410330.*         29MAR2011 0000    27081.39 
 1                410330.*         29MAR2011 1200    27101.94 
 1                410330.*         30MAR2011 0000    27213.74 
 1                410330.*         30MAR2011 1200    27346.57 
 1                410330.*         31MAR2011 0000    27483.62 
 1                410330.*         31MAR2011 1200    27616.04 
 1                410330.*         01APR2011 0000    27749.06 
 1                410330.*         01APR2011 1200    27843.71 
 1                410330.*         02APR2011 0000    27907.32 
 1                410330.*         02APR2011 1200    28010.43 
 1                410330.*         03APR2011 0000    28145.96 
 1                410330.*         03APR2011 1200    28140.56 
 1                410330.*         04APR2011 0000    28027.05 
 1                410330.*         04APR2011 1200    27824.74 
 1                410330.*         05APR2011 0000    27562.45 
 1                410330.*         05APR2011 1200    27356.07 
 1                410330.*         06APR2011 0000    27194.57 
 1                410330.*         06APR2011 1200    27033.45 
 1                410330.*         07APR2011 0000    26868.93 
 1                410330.*         07APR2011 1200    26691.71 
 1                410330.*         08APR2011 0000    26505.14 
 1                410330.*         08APR2011 1200    26362.29 
 1                410330.*         09APR2011 0000    26252.52 
 1                410330.*         09APR2011 1200    26034.09 
 1                410330.*         10APR2011 0000    25731.34 
 1                410330.*         10APR2011 1200    25389.25 
 1                410330.*         11APR2011 0000    25022.46 
 1                410330.*         11APR2011 1200    24633.08 
 1                410330.*         12APR2011 0000    24228.41 
 1                410330.*         12APR2011 1200    23834.07 
 1                410330.*         13APR2011 0000    23447.20 
 1                410330.*         13APR2011 1200    23082.25 
 1                410330.*         14APR2011 0000    22735.10 
 1                410330.*         14APR2011 1200    22432.62 
 1                410330.*         15APR2011 0000    22163.29 
 1                410330.*         15APR2011 1200    21908.93 
 1                410330.*         16APR2011 0000    21664.54 
 1                410330.*         16APR2011 1200    21458.40 
 1                410330.*         17APR2011 0000    21282.95 
 1                410330.*         17APR2011 1200    21156.19 
 1                410330.*         18APR2011 0000    21067.18 
 1                410330.*         18APR2011 1200    21023.97 
 1                410330.*         19APR2011 0000    21016.60 
 1                410330.*         19APR2011 1200    21006.96 
 1                410330.*         20APR2011 0000    20992.29 
 1                410330.*         20APR2011 1200    21017.75 
 1                410330.*         21APR2011 0000    21078.34 
 1                410330.*         21APR2011 1200    21145.33 
 1                410330.*         22APR2011 0000    21214.06 
 1                410330.*         22APR2011 1200    21312.66 
 1                410330.*         23APR2011 0000    21437.34 
 1                410330.*         23APR2011 1200    21544.12 
 1                410330.*         24APR2011 0000    21632.89 
 1                410330.*         24APR2011 1200    21761.93 
 1                410330.*         25APR2011 0000    21927.04 
 1                410330.*         25APR2011 1200    22151.53 
 1                410330.*         26APR2011 0000    22424.55 
 1                410330.*         26APR2011 1200    22687.03 
 1                410330.*         27APR2011 0000    22935.23 
 1                410330.*         27APR2011 1200    23154.90 
 1                410330.*         28APR2011 0000    23353.19 
 1                410330.*         28APR2011 1200    23597.39 
 1                410330.*         29APR2011 0000    23880.99 
 1                410330.*         29APR2011 1200    24186.08 
 1                410330.*         30APR2011 0000    24505.77 
 1                410330.*         30APR2011 1200    24905.07 
 1                410330.*         01MAY2011 0000    25369.03 
 1                410330.*         01MAY2011 1200    25939.80 
 1                410330.*         02MAY2011 0000    26592.71 
 1                410330.*         02MAY2011 1200    27314.22 
 1                410330.*         03MAY2011 0000    28085.01 
 1                410330.*         03MAY2011 1200    28735.82 
 1                410330.*         04MAY2011 0000    29289.50 
 1                410330.*         04MAY2011 1200    29844.29 
 1                410330.*         05MAY2011 0000    30405.19 
 1                410330.*         05MAY2011 1200    30929.27 
 1                410330.*         06MAY2011 0000    31426.88 
 1                410330.*         06MAY2011 1200    31971.30 
 1                410330.*         07MAY2011 0000    32551.26 
 1                410330.*         07MAY2011 1200    33250.01 
 1                410330.*         08MAY2011 0000    34033.88 
 1                410330.*         08MAY2011 1200    34987.79 
 1                410330.*         09MAY2011 0000    36069.29 
 1                410330.*         09MAY2011 1200    36928.73 
 1                410330.*         10MAY2011 0000    37619.75 
 1                410330.*         10MAY2011 1200    38229.04 
 1                410330.*         11MAY2011 0000    38789.15 
 1                410330.*         11MAY2011 1200    39316.16 
 1                410330.*         12MAY2011 0000    39827.33 
 1                410330.*         12MAY2011 1200    40300.82 
 1                410330.*         13MAY2011 0000    40745.96 
 1                410330.*         13MAY2011 1200    40964.62 
 1                410330.*         14MAY2011 0000    41022.50 
 1                410330.*         14MAY2011 1200    40725.97 
 1                410330.*         15MAY2011 0000    40226.49 
 1                410330.*         15MAY2011 1200    39620.20 
 1                410330.*         16MAY2011 0000    38939.18 
 1                410330.*         16MAY2011 1200    38652.16 
 1                410330.*         17MAY2011 0000    38612.91 
 1                410330.*         17MAY2011 1200    38657.42 
 1                410330.*         18MAY2011 0000    38747.30 
 1                410330.*         18MAY2011 1200    39235.57 
 1                410330.*         19MAY2011 0000    40004.57 
 1                410330.*         19MAY2011 1200    40405.25 
 1                410330.*         20MAY2011 0000    40524.24 
 1                410330.*         20MAY2011 1200    40597.32 
 1                410330.*         21MAY2011 0000    40659.03 
 1                410330.*         21MAY2011 1200    40663.81 
 1                410330.*         22MAY2011 0000    40625.47 
 1                410330.*         22MAY2011 1200    40493.60 
 1                410330.*         23MAY2011 0000    40296.88 
 1                410330.*         23MAY2011 1200    40181.58 
 1                410330.*         24MAY2011 0000    40120.52 
 1                410330.*         24MAY2011 1200    40096.99 
 1                410330.*         25MAY2011 0000    40097.50 
 1                410330.*         25MAY2011 1200    40117.75 
 1                410330.*         26MAY2011 0000    40145.75 
 1                410330.*         26MAY2011 1200    40161.70 
 1                410330.*         27MAY2011 0000    40180.87 
 1                410330.*         27MAY2011 1200    40199.64 
 1                410330.*         28MAY2011 0000    40218.67 
 1                410330.*         28MAY2011 1200    40033.28 
 1                410330.*         29MAY2011 0000    39692.38 
 1                410330.*         29MAY2011 1200    39460.09 
 1                410330.*         30MAY2011 0000    39320.49 
 1                410330.*         30MAY2011 1200    39189.18 
 1                410330.*         31MAY2011 0000    39060.57 
 1                410330.*         31MAY2011 1200    38965.93 
 1                410330.*         01JUN2011 0000    38888.01 
 1                410330.*         01JUN2011 1200    38809.65 
 1                410330.*         02JUN2011 0000    38731.61 
 1                410330.*         02JUN2011 1200    38655.07 
 1                410330.*         03JUN2011 0000    38579.24 
 1                410330.*         03JUN2011 1200    38407.02 
 1                410330.*         04JUN2011 0000    38167.12 
 1                410330.*         04JUN2011 1200    37962.73 
 1                410330.*         05JUN2011 0000    37787.59 
 1                410330.*         05JUN2011 1200    37506.63 
 1                410330.*         06JUN2011 0000    37141.51 
 1                410330.*         06JUN2011 1200    36811.96 
 1                410330.*         07JUN2011 0000    36514.04 
 1                410330.*         07JUN2011 1200    36171.18 
 1                410330.*         08JUN2011 0000    35798.89 
 1                410330.*         08JUN2011 1200    35491.97 
 1                410330.*         09JUN2011 0000    35234.11 
 1                410330.*         09JUN2011 1200    34933.95 
 1                410330.*         10JUN2011 0000    34603.81 
 1                410330.*         10JUN2011 1200    34264.77 
 1                410330.*         11JUN2011 0000    33919.56 
 1                410330.*         11JUN2011 1200    33450.13 
 1                410330.*         12JUN2011 0000    32892.39 
 1                410330.*         12JUN2011 1200    32273.50 
 1                410330.*         13JUN2011 0000    31615.53 
 1                410330.*         13JUN2011 1200    31116.67 
 1                410330.*         14JUN2011 0000    30730.52 
 1                410330.*         14JUN2011 1200    30334.28 
 1                410330.*         15JUN2011 0000    29924.28 
 1                410330.*         15JUN2011 1200    29652.01 
 1                410330.*         16JUN2011 0000    29485.54 
 1                410330.*         16JUN2011 1200    29043.51 
 1                410330.*         17JUN2011 0000    28390.27 
 1                410330.*         17JUN2011 1200    27866.44 
 1                410330.*         18JUN2011 0000    27447.83 
 1                410330.*         18JUN2011 1200    27040.09 
 1                410330.*         19JUN2011 0000    26642.54 
 1                410330.*         19JUN2011 1200    26241.03 
 1                410330.*         20JUN2011 0000    25835.65 
 1                410330.*         20JUN2011 1200    25449.09 
 1                410330.*         21JUN2011 0000    25076.11 
 1                410330.*         21JUN2011 1200    24570.61 
 1                410330.*         22JUN2011 0000    23962.50 
 1                410330.*         22JUN2011 1200    23418.29 
 1                410330.*         23JUN2011 0000    22930.50 
 1                410330.*         23JUN2011 1200    22481.48 
 1                410330.*         24JUN2011 0000    22058.38 
 1                410330.*         24JUN2011 1200    21653.82 
 1                410330.*         25JUN2011 0000    21262.45 
 1                410330.*         25JUN2011 1200    20870.88 
 1                410330.*         26JUN2011 0000    20478.14 
 1                410330.*         26JUN2011 1200    20074.89 
 1                410330.*         27JUN2011 0000    19663.29 
 1                410330.*         27JUN2011 1200    19357.34 
 1                410330.*         28JUN2011 0000    19142.09 
 1                410330.*         28JUN2011 1200    18920.38 
 1                410330.*         29JUN2011 0000    18683.82 
 1                410330.*         29JUN2011 1200    18680.20 
 1                410330.*         30JUN2011 0000    18886.38 
 1                410330.*         30JUN2011 1200    18973.45 
 1                410330.*         01JUL2011 0000    18927.44 
 1                410330.*         01JUL2011 1200    18884.27 
 1                410330.*         02JUL2011 0000    18858.26 
 1                410330.*         02JUL2011 1200    18810.81 
 1                410330.*         03JUL2011 0000    18741.59 
 1                410330.*         03JUL2011 1200    18678.71 
 1                410330.*         04JUL2011 0000    18624.68 
 1                410330.*         04JUL2011 1200    18588.57 
 1                410330.*         05JUL2011 0000    18568.76 
 1                410330.*         05JUL2011 1200    18721.79 
 1                410330.*         06JUL2011 0000    19031.39 
 1                410330.*         06JUL2011 1200    19225.32 
 1                410330.*         07JUL2011 0000    19292.86 
 1                410330.*         07JUL2011 1200    19333.46 
 1                410330.*         08JUL2011 0000    19363.66 
 1                410330.*         08JUL2011 1200    19383.95 
 1                410330.*         09JUL2011 0000    19397.49 
 1                410330.*         09JUL2011 1200    19423.29 
 1                410330.*         10JUL2011 0000    19461.40 
 1                410330.*         10JUL2011 1200    19471.26 
 1                410330.*         11JUL2011 0000    19454.03 
 1                410330.*         11JUL2011 1200    19428.88 
 1                410330.*         12JUL2011 0000    19398.71 
 1                410330.*         12JUL2011 1200    19364.89 
 1                410330.*         13JUL2011 0000    19329.54 
 1                410330.*         13JUL2011 1200    19262.11 
 1                410330.*         14JUL2011 0000    19165.52 
 1                410330.*         14JUL2011 1200    19049.09 
 1                410330.*         15JUL2011 0000    18918.08 
 1                410330.*         15JUL2011 1200    18801.60 
 1                410330.*         16JUL2011 0000    18700.24 
 1                410330.*         16JUL2011 1200    18591.69 
 1                410330.*         17JUL2011 0000    18474.59 
 1                410330.*         17JUL2011 1200    18334.20 
 1                410330.*         18JUL2011 0000    18173.08 
 1                410330.*         18JUL2011 1200    18045.70 
 1                410330.*         19JUL2011 0000    17952.17 
 1                410330.*         19JUL2011 1200    17811.72 
 1                410330.*         20JUL2011 0000    17623.46 
 1                410330.*         20JUL2011 1200    17386.51 
 1                410330.*         21JUL2011 0000    17111.10 
 1                410330.*         21JUL2011 1200    16893.00 
 1                410330.*         22JUL2011 0000    16732.11 
 1                410330.*         22JUL2011 1200    16520.26 
 1                410330.*         23JUL2011 0000    16253.69 
 1                410330.*         23JUL2011 1200    15961.58 
 1                410330.*         24JUL2011 0000    15653.90 
 1                410330.*         24JUL2011 1200    15320.30 
 1                410330.*         25JUL2011 0000    14963.52 
 1                410330.*         25JUL2011 1200    14669.89 
 1                410330.*         26JUL2011 0000    14440.54 
 1                410330.*         26JUL2011 1200    14270.73 
 1                410330.*         27JUL2011 0000    14152.01 
 1                410330.*         27JUL2011 1200    14010.03 
 1                410330.*         28JUL2011 0000    13835.48 
 1                410330.*         28JUL2011 1200    13790.51 
 1                410330.*         29JUL2011 0000    13887.06 
 1                410330.*         29JUL2011 1200    13822.97 
 1                410330.*         30JUL2011 0000    13562.99 
 1                410330.*         30JUL2011 1200    13289.17 
 1                410330.*         31JUL2011 0000    13032.43 
 1                410330.*         31JUL2011 1200    12796.69 
 1                410330.*         01AUG2011 0000    12581.84 
 1                410330.*         01AUG2011 1200    12406.55 
 1                410330.*         02AUG2011 0000    12271.07 
 1                410330.*         02AUG2011 1200    12140.15 
 1                410330.*         03AUG2011 0000    12005.89 
 1                410330.*         03AUG2011 1200    11901.72 
 1                410330.*         04AUG2011 0000    11831.40 
 1                410330.*         04AUG2011 1200    11789.24 
 1                410330.*         05AUG2011 0000    11772.93 
 1                410330.*         05AUG2011 1200    11858.88 
 1                410330.*         06AUG2011 0000    12059.18 
 1                410330.*         06AUG2011 1200    12185.76 
 1                410330.*         07AUG2011 0000    12198.33 
 1                410330.*         07AUG2011 1200    12175.78 
 1                410330.*         08AUG2011 0000    12134.95 
 1                410330.*         08AUG2011 1200    12089.46 
 1                410330.*         09AUG2011 0000    12044.12 
 1                410330.*         09AUG2011 1200    12010.13 
 1                410330.*         10AUG2011 0000    11989.82 
 1                410330.*         10AUG2011 1200    11977.89 
 1                410330.*         11AUG2011 0000    11972.00 
 1                410330.*         11AUG2011 1200    11967.69 
 1                410330.*         12AUG2011 0000    11964.72 
 1                410330.*         12AUG2011 1200    11967.21 
 1                410330.*         13AUG2011 0000    11975.34 
 1                410330.*         13AUG2011 1200    11989.66 
 1                410330.*         14AUG2011 0000    12009.97 
 1                410330.*         14AUG2011 1200    12024.30 
 1                410330.*         15AUG2011 0000    12030.07 
 1                410330.*         15AUG2011 1200    12033.27 
 1                410330.*         16AUG2011 0000    12035.04 
 1                410330.*         16AUG2011 1200    12035.71 
 1                410330.*         17AUG2011 0000    12035.99 
 1                410330.*         17AUG2011 1200    11998.83 
 1                410330.*         18AUG2011 0000    11917.61 
 1                410330.*         18AUG2011 1200    11837.99 
 1                410330.*         19AUG2011 0000    11769.47 
 1                410330.*         19AUG2011 1200    11701.82 
 1                410330.*         20AUG2011 0000    11634.27 
 1                410330.*         20AUG2011 1200    11550.41 
 1                410330.*         21AUG2011 0000    11446.92 
 1                410330.*         21AUG2011 1200    11348.70 
 1                410330.*         22AUG2011 0000    11261.06 
 1                410330.*         22AUG2011 1200    11086.37 
 1                410330.*         23AUG2011 0000    10806.14 
 1                410330.*         23AUG2011 1200    10578.97 
 1                410330.*         24AUG2011 0000    10438.81 
 1                410330.*         24AUG2011 1200    10338.57 
 1                410330.*         25AUG2011 0000    10268.00 
 1                410330.*         25AUG2011 1200    10205.68 
 1                410330.*         26AUG2011 0000    10145.65 
 1                410330.*         26AUG2011 1200    10096.54 
 1                410330.*         27AUG2011 0000    10060.84 
 1                410330.*         27AUG2011 1200    10016.92 
 1                410330.*         28AUG2011 0000     9957.14 
 1                410330.*         28AUG2011 1200     9896.16 
 1                410330.*         29AUG2011 0000     9838.04 
 1                410330.*         29AUG2011 1200     9773.29 
 1                410330.*         30AUG2011 0000     9699.58 
 1                410330.*         30AUG2011 1200     9626.93 
 1                410330.*         31AUG2011 0000     9557.58 
 1                410330.*         31AUG2011 1200     9492.48 
 1                410330.*         01SEP2011 0000     9429.87 
 1                410330.*         01SEP2011 1200     9372.48 
 1                410330.*         02SEP2011 0000     9325.03 
 1                410330.*         02SEP2011 1200     9297.56 
 1                410330.*         03SEP2011 0000     9291.37 
 1                410330.*         03SEP2011 1200     9299.32 
 1                410330.*         04SEP2011 0000     9323.64 
 1                410330.*         04SEP2011 1200     9376.46 
 1                410330.*         05SEP2011 0000     9460.31 
 1                410330.*         05SEP2011 1200     9550.11 
 1                410330.*         06SEP2011 0000     9639.59 
 1                410330.*         06SEP2011 1200     9666.88 
 1                410330.*         07SEP2011 0000     9606.64 
 1                410330.*         07SEP2011 1200     9532.98 
 1                410330.*         08SEP2011 0000     9467.00 
 1                410330.*         08SEP2011 1200     9384.42 
 1                410330.*         09SEP2011 0000     9280.29 
 1                410330.*         09SEP2011 1200     9160.29 
 1                410330.*         10SEP2011 0000     9024.42 
 1                410330.*         10SEP2011 1200     8901.64 
 1                410330.*         11SEP2011 0000     8802.88 
 1                410330.*         11SEP2011 1200     8718.70 
 1                410330.*         12SEP2011 0000     8648.43 
 1                410330.*         12SEP2011 1200     8591.87 
 1                410330.*         13SEP2011 0000     8546.43 
 1                410330.*         13SEP2011 1200     8517.32 
 1                410330.*         14SEP2011 0000     8510.03 
 1                410330.*         14SEP2011 1200     8526.60 
 1                410330.*         15SEP2011 0000     8568.19 
 1                410330.*         15SEP2011 1200     8610.00 
 1                410330.*         16SEP2011 0000     8643.39 
 1                410330.*         16SEP2011 1200     8679.09 
 1                410330.*         17SEP2011 0000     8720.46 
 1                410330.*         17SEP2011 1200     8761.54 
 1                410330.*         18SEP2011 0000     8799.34 
 1                410330.*         18SEP2011 1200     8825.69 
 1                410330.*         19SEP2011 0000     8838.24 
 1                410330.*         19SEP2011 1200     8843.84 
 1                410330.*         20SEP2011 0000     8841.79 
 1                410330.*         20SEP2011 1200     8817.67 
 1                410330.*         21SEP2011 0000     8767.51 
 1                410330.*         21SEP2011 1200     8712.06 
 1                410330.*         22SEP2011 0000     8655.17 
 1                410330.*         22SEP2011 1200     8594.48 
 1                410330.*         23SEP2011 0000     8532.47 
 1                410330.*         23SEP2011 1200     8453.29 
 1                410330.*         24SEP2011 0000     8349.40 
 1                410330.*         24SEP2011 1200     8242.81 
 1                410330.*         25SEP2011 0000     8140.72 
 1                410330.*         25SEP2011 1200     8042.35 
 1                410330.*         26SEP2011 0000     7948.09 
 1                410330.*         26SEP2011 1200     7864.79 
 1                410330.*         27SEP2011 0000     7796.42 
 1                410330.*         27SEP2011 1200     7737.20 
 1                410330.*         28SEP2011 0000     7686.27 
 1                410330.*         28SEP2011 1200     7646.18 
 1                410330.*         29SEP2011 0000     7615.26 
 1                410330.*         29SEP2011 1200     7594.64 
 1                410330.*         30SEP2011 0000     7590.17 
 1                410330.*         30SEP2011 1200     7606.88 
 1                410330.*         01OCT2011 0000     7647.51 
 1                410330.*         01OCT2011 1200     7675.51 
 1                410330.*         02OCT2011 0000     7676.00 
 1                410330.*         02OCT2011 1200     7678.35 
 1                410330.*         03OCT2011 0000     7693.10 
 1                410330.*         03OCT2011 1200     7722.84 
 1                410330.*         04OCT2011 0000     7769.46 
 1                410330.*         04OCT2011 1200     7812.67 
 1                410330.*         05OCT2011 0000     7844.31 
 1                410330.*         05OCT2011 1200     7865.61 
